score,target,id,method
0.9980749980749981,1,1,beta
0.9981519981519982,1,1,beta
0.9982289982289982,1,1,beta
0.9983059983059983,1,1,beta
0.9983829983829984,1,1,beta
0.9984599984599984,1,1,beta
0.9985369985369986,1,1,beta
0.9986139986139987,1,1,beta
0.9986909986909988,1,1,beta
0.9987679987679988,1,1,beta
0.9988449988449989,1,1,beta
0.998921998921999,1,1,beta
0.998998998998999,1,1,beta
0.996996996996997,0,1,beta
0.997122122122122,1,1,beta
0.9972472472472472,1,1,beta
0.9973723723723724,1,1,beta
0.9974974974974975,1,1,beta
0.9976226226226226,1,1,beta
0.9977477477477478,1,1,beta
0.997872872872873,1,1,beta
0.997997997997998,1,1,beta
0.995995995995996,1,1,beta
0.9961628294961629,1,1,beta
0.9963296629963296,1,1,beta
0.9964964964964964,1,1,beta
0.9966633299966633,1,1,beta
0.9968301634968302,1,1,beta
0.996996996996997,1,1,beta
0.994994994994995,0,1,beta
0.9951618284951618,1,1,beta
0.9953286619953287,1,1,beta
0.9954954954954955,1,1,beta
0.9956623289956623,1,1,beta
0.9958291624958291,1,1,beta
0.995995995995996,1,1,beta
0.993993993993994,1,1,beta
0.9943276609943277,1,1,beta
0.9946613279946613,1,1,beta
0.994994994994995,1,1,beta
0.992992992992993,0,1,beta
0.9932432432432433,1,1,beta
0.9934934934934936,1,1,beta
0.9937437437437437,1,1,beta
0.993993993993994,1,1,beta
0.991991991991992,1,1,beta
0.9923256589923256,1,1,beta
0.9926593259926594,1,1,beta
0.992992992992993,1,1,beta
0.990990990990991,0,1,beta
0.9913246579913246,1,1,beta
0.9916583249916583,1,1,beta
0.991991991991992,1,1,beta
0.98998998998999,1,1,beta
0.9904904904904905,1,1,beta
0.990990990990991,1,1,beta
0.988988988988989,0,1,beta
0.9894894894894894,1,1,beta
0.98998998998999,1,1,beta
0.9879879879879879,1,1,beta
0.9884884884884885,1,1,beta
0.988988988988989,1,1,beta
0.986986986986987,0,1,beta
0.9874874874874875,1,1,beta
0.9879879879879879,1,1,beta
0.985985985985986,1,1,beta
0.986986986986987,1,1,beta
0.984984984984985,0,1,beta
0.9854854854854855,1,1,beta
0.985985985985986,1,1,beta
0.983983983983984,1,1,beta
0.984984984984985,1,1,beta
0.9829829829829829,0,1,beta
0.9834834834834835,1,1,beta
0.983983983983984,1,1,beta
0.9819819819819819,1,1,beta
0.9829829829829829,1,1,beta
0.980980980980981,0,1,beta
0.9814814814814814,1,1,beta
0.9819819819819819,1,1,beta
0.97997997997998,1,1,beta
0.978978978978979,0,1,beta
0.9794794794794794,1,1,beta
0.97997997997998,1,1,beta
0.9779779779779779,1,1,beta
0.9769769769769769,0,1,beta
0.9774774774774775,1,1,beta
0.9779779779779779,1,1,beta
0.975975975975976,1,1,beta
0.974974974974975,0,1,beta
0.975975975975976,1,1,beta
0.973973973973974,1,1,beta
0.974974974974975,1,1,beta
0.9729729729729729,0,1,beta
0.973973973973974,1,1,beta
0.9719719719719719,1,1,beta
0.970970970970971,0,1,beta
0.9719719719719719,1,1,beta
0.96996996996997,1,1,beta
0.968968968968969,0,1,beta
0.9694694694694694,1,1,beta
0.96996996996997,1,1,beta
0.9679679679679679,1,1,beta
0.9669669669669669,0,1,beta
0.9679679679679679,1,1,beta
0.965965965965966,1,1,beta
0.964964964964965,0,1,beta
0.965965965965966,1,1,beta
0.963963963963964,1,1,beta
0.9629629629629629,0,1,beta
0.963963963963964,1,1,beta
0.9619619619619619,1,1,beta
0.960960960960961,0,1,beta
0.9619619619619619,1,1,beta
0.958958958958959,0,1,beta
0.95995995995996,1,1,beta
0.9579579579579579,1,1,beta
0.9569569569569569,0,1,beta
0.9579579579579579,1,1,beta
0.955955955955956,1,1,beta
0.954954954954955,0,1,beta
0.955955955955956,1,1,beta
0.953953953953954,1,1,beta
0.9529529529529529,0,1,beta
0.9519519519519519,1,1,beta
0.950950950950951,0,1,beta
0.9519519519519519,1,1,beta
0.94994994994995,1,1,beta
0.948948948948949,0,1,beta
0.9479479479479479,1,1,beta
0.9469469469469469,0,1,beta
0.9479479479479479,1,1,beta
0.9459459459459459,1,1,beta
0.944944944944945,0,1,beta
0.943943943943944,1,1,beta
0.9429429429429429,0,1,beta
0.943943943943944,1,1,beta
0.9409409409409409,0,1,beta
0.9419419419419419,1,1,beta
0.93993993993994,1,1,beta
0.938938938938939,0,1,beta
0.9379379379379379,1,1,beta
0.9369369369369369,0,1,beta
0.9359359359359359,1,1,beta
0.934934934934935,0,1,beta
0.9359359359359359,1,1,beta
0.9329329329329329,0,1,beta
0.933933933933934,1,1,beta
0.9309309309309309,0,1,beta
0.9319319319319319,1,1,beta
0.92992992992993,1,1,beta
0.9289289289289289,0,1,beta
0.9279279279279279,1,1,beta
0.9269269269269269,0,1,beta
0.9259259259259259,1,1,beta
0.924924924924925,0,1,beta
0.9239239239239239,1,1,beta
0.9229229229229229,0,1,beta
0.9219219219219219,1,1,beta
0.9209209209209209,0,1,beta
0.9219219219219219,1,1,beta
0.9189189189189189,0,1,beta
0.91991991991992,1,1,beta
0.9169169169169169,0,1,beta
0.9179179179179179,1,1,beta
0.914914914914915,0,1,beta
0.9159159159159159,1,1,beta
0.9129129129129129,0,1,beta
0.9139139139139139,1,1,beta
0.9109109109109109,0,1,beta
0.9099099099099099,1,1,beta
0.9089089089089089,0,1,beta
0.9079079079079079,1,1,beta
0.9069069069069069,0,1,beta
0.9059059059059059,1,1,beta
0.9049049049049049,0,1,beta
0.9039039039039038,1,1,beta
0.9029029029029029,0,1,beta
0.9019019019019019,1,1,beta
0.9009009009009009,0,1,beta
0.8988988988988988,0,1,beta
0.8998998998998999,1,1,beta
0.8968968968968969,0,1,beta
0.8978978978978979,1,1,beta
0.8948948948948949,0,1,beta
0.8958958958958959,1,1,beta
0.8928928928928929,0,1,beta
0.8918918918918919,1,1,beta
0.8908908908908909,0,1,beta
0.8898898898898899,1,1,beta
0.8888888888888888,0,1,beta
0.8868868868868869,0,1,beta
0.8878878878878879,1,1,beta
0.8848848848848849,0,1,beta
0.8858858858858859,1,1,beta
0.8828828828828829,0,1,beta
0.8818818818818819,1,1,beta
0.8808808808808809,0,1,beta
0.8798798798798799,1,1,beta
0.8788788788788788,0,1,beta
0.8768768768768769,0,1,beta
0.8778778778778779,1,1,beta
0.8748748748748749,0,1,beta
0.8738738738738738,1,1,beta
0.8728728728728729,0,1,beta
0.8718718718718719,1,1,beta
0.8708708708708709,0,1,beta
0.8688688688688688,0,1,beta
0.8698698698698699,1,1,beta
0.8668668668668669,0,1,beta
0.8658658658658659,1,1,beta
0.8648648648648649,0,1,beta
0.8628628628628628,0,1,beta
0.8638638638638638,1,1,beta
0.8608608608608609,0,1,beta
0.8598598598598598,1,1,beta
0.8588588588588588,0,1,beta
0.8568568568568569,0,1,beta
0.8578578578578578,1,1,beta
0.8548548548548548,0,1,beta
0.8538538538538538,1,1,beta
0.8528528528528528,0,1,beta
0.8508508508508509,0,1,beta
0.8518518518518519,1,1,beta
0.8488488488488488,0,1,beta
0.8478478478478478,1,1,beta
0.8468468468468469,0,1,beta
0.8448448448448448,0,1,beta
0.8458458458458459,1,1,beta
0.8428428428428428,0,1,beta
0.8418418418418419,1,1,beta
0.8408408408408409,0,1,beta
0.8388388388388388,0,1,beta
0.8378378378378378,1,1,beta
0.8368368368368369,0,1,beta
0.8348348348348348,0,1,beta
0.8358358358358359,1,1,beta
0.8328328328328328,0,1,beta
0.8318318318318318,1,1,beta
0.8308308308308309,0,1,beta
0.8288288288288288,0,1,beta
0.8278278278278278,1,1,beta
0.8268268268268268,0,1,beta
0.8248248248248248,0,1,beta
0.8258258258258259,1,1,beta
0.8228228228228228,0,1,beta
0.8208208208208209,0,1,beta
0.8218218218218218,1,1,beta
0.8188188188188188,0,1,beta
0.8178178178178178,1,1,beta
0.8168168168168168,0,1,beta
0.8148148148148148,0,1,beta
0.8138138138138138,1,1,beta
0.8128128128128128,0,1,beta
0.8108108108108109,0,1,beta
0.8118118118118118,1,1,beta
0.8088088088088088,0,1,beta
0.8068068068068068,0,1,beta
0.8078078078078078,1,1,beta
0.8048048048048048,0,1,beta
0.8028028028028028,0,1,beta
0.8038038038038038,1,1,beta
0.8008008008008007,0,1,beta
0.7987987987987988,0,1,beta
0.7997997997997998,1,1,beta
0.7967967967967968,0,1,beta
0.7947947947947948,0,1,beta
0.7957957957957957,1,1,beta
0.7927927927927928,0,1,beta
0.7917917917917918,1,1,beta
0.7907907907907907,0,1,beta
0.7887887887887888,0,1,beta
0.7877877877877878,1,1,beta
0.7867867867867868,0,1,beta
0.7847847847847848,0,1,beta
0.7837837837837838,1,1,beta
0.7827827827827828,0,1,beta
0.7807807807807807,0,1,beta
0.7797797797797797,1,1,beta
0.7787787787787788,0,1,beta
0.7767767767767768,0,1,beta
0.7757757757757757,1,1,beta
0.7747747747747747,0,1,beta
0.7727727727727728,0,1,beta
0.7717717717717718,1,1,beta
0.7707707707707707,0,1,beta
0.7687687687687688,0,1,beta
0.7667667667667668,0,1,beta
0.7677677677677678,1,1,beta
0.7647647647647647,0,1,beta
0.7627627627627628,0,1,beta
0.7637637637637638,1,1,beta
0.7607607607607607,0,1,beta
0.7587587587587588,0,1,beta
0.7597597597597597,1,1,beta
0.7567567567567568,0,1,beta
0.7547547547547547,0,1,beta
0.7557557557557557,1,1,beta
0.7527527527527528,0,1,beta
0.7507507507507507,0,1,beta
0.7497497497497497,1,1,beta
0.7487487487487487,0,1,beta
0.7467467467467468,0,1,beta
0.7457457457457457,1,1,beta
0.7447447447447447,0,1,beta
0.7427427427427428,0,1,beta
0.7407407407407407,0,1,beta
0.7417417417417418,1,1,beta
0.7387387387387387,0,1,beta
0.7367367367367368,0,1,beta
0.7377377377377378,1,1,beta
0.7347347347347347,0,1,beta
0.7327327327327328,0,1,beta
0.7317317317317317,1,1,beta
0.7307307307307307,0,1,beta
0.7287287287287287,0,1,beta
0.7277277277277278,1,1,beta
0.7267267267267267,0,1,beta
0.7247247247247247,0,1,beta
0.7227227227227228,0,1,beta
0.7237237237237237,1,1,beta
0.7207207207207207,0,1,beta
0.7187187187187187,0,1,beta
0.7177177177177178,1,1,beta
0.7167167167167167,0,1,beta
0.7147147147147147,0,1,beta
0.7137137137137137,1,1,beta
0.7127127127127127,0,1,beta
0.7107107107107107,0,1,beta
0.7087087087087087,0,1,beta
0.7097097097097097,1,1,beta
0.7067067067067067,0,1,beta
0.7047047047047047,0,1,beta
0.7037037037037037,1,1,beta
0.7027027027027027,0,1,beta
0.7007007007007007,0,1,beta
0.6986986986986987,0,1,beta
0.6996996996996997,1,1,beta
0.6966966966966966,0,1,beta
0.6946946946946947,0,1,beta
0.6936936936936937,1,1,beta
0.6926926926926927,0,1,beta
0.6906906906906907,0,1,beta
0.6886886886886887,0,1,beta
0.6896896896896897,1,1,beta
0.6866866866866866,0,1,beta
0.6846846846846847,0,1,beta
0.6836836836836837,1,1,beta
0.6826826826826827,0,1,beta
0.6806806806806807,0,1,beta
0.6786786786786787,0,1,beta
0.6796796796796797,1,1,beta
0.6766766766766766,0,1,beta
0.6746746746746747,0,1,beta
0.6736736736736737,1,1,beta
0.6726726726726726,0,1,beta
0.6706706706706707,0,1,beta
0.6686686686686687,0,1,beta
0.6696696696696697,1,1,beta
0.6666666666666666,0,1,beta
0.6646646646646647,0,1,beta
0.6636636636636637,1,1,beta
0.6626626626626626,0,1,beta
0.6606606606606606,0,1,beta
0.6586586586586587,0,1,beta
0.6596596596596597,1,1,beta
0.6566566566566566,0,1,beta
0.6546546546546547,0,1,beta
0.6536536536536537,1,1,beta
0.6526526526526526,0,1,beta
0.6506506506506506,0,1,beta
0.6486486486486487,0,1,beta
0.6476476476476476,1,1,beta
0.6466466466466466,0,1,beta
0.6446446446446447,0,1,beta
0.6426426426426426,0,1,beta
0.6436436436436437,1,1,beta
0.6406406406406406,0,1,beta
0.6386386386386387,0,1,beta
0.6376376376376376,1,1,beta
0.6366366366366366,0,1,beta
0.6346346346346347,0,1,beta
0.6326326326326326,0,1,beta
0.6316316316316316,1,1,beta
0.6306306306306306,0,1,beta
0.6286286286286287,0,1,beta
0.6266266266266266,0,1,beta
0.6276276276276276,1,1,beta
0.6246246246246246,0,1,beta
0.6226226226226226,0,1,beta
0.6206206206206206,0,1,beta
0.6216216216216216,1,1,beta
0.6186186186186187,0,1,beta
0.6166166166166166,0,1,beta
0.6156156156156156,1,1,beta
0.6146146146146146,0,1,beta
0.6126126126126126,0,1,beta
0.6106106106106106,0,1,beta
0.6096096096096096,1,1,beta
0.6086086086086087,0,1,beta
0.6066066066066066,0,1,beta
0.6046046046046046,0,1,beta
0.6056056056056056,1,1,beta
0.6026026026026026,0,1,beta
0.6006006006006006,0,1,beta
0.5985985985985985,0,1,beta
0.5995995995995996,1,1,beta
0.5965965965965966,0,1,beta
0.5945945945945946,0,1,beta
0.5935935935935935,1,1,beta
0.5925925925925926,0,1,beta
0.5905905905905906,0,1,beta
0.5885885885885885,0,1,beta
0.5875875875875876,1,1,beta
0.5865865865865866,0,1,beta
0.5845845845845846,0,1,beta
0.5825825825825826,0,1,beta
0.5815815815815816,1,1,beta
0.5805805805805806,0,1,beta
0.5785785785785785,0,1,beta
0.5765765765765766,0,1,beta
0.5775775775775776,1,1,beta
0.5745745745745746,0,1,beta
0.5725725725725725,0,1,beta
0.5705705705705706,0,1,beta
0.5715715715715716,1,1,beta
0.5685685685685685,0,1,beta
0.5665665665665666,0,1,beta
0.5645645645645646,0,1,beta
0.5655655655655656,1,1,beta
0.5625625625625625,0,1,beta
0.5605605605605606,0,1,beta
0.5585585585585585,0,1,beta
0.5595595595595596,1,1,beta
0.5565565565565566,0,1,beta
0.5545545545545546,0,1,beta
0.5525525525525525,0,1,beta
0.5535535535535535,1,1,beta
0.5505505505505506,0,1,beta
0.5485485485485485,0,1,beta
0.5475475475475475,1,1,beta
0.5465465465465466,0,1,beta
0.5445445445445445,0,1,beta
0.5425425425425425,0,1,beta
0.5415415415415415,1,1,beta
0.5405405405405406,0,1,beta
0.5385385385385385,0,1,beta
0.5365365365365365,0,1,beta
0.5355355355355356,1,1,beta
0.5345345345345345,0,1,beta
0.5325325325325325,0,1,beta
0.5305305305305306,0,1,beta
0.5295295295295295,1,1,beta
0.5285285285285285,0,1,beta
0.5265265265265265,0,1,beta
0.5245245245245245,0,1,beta
0.5235235235235235,1,1,beta
0.5225225225225225,0,1,beta
0.5205205205205206,0,1,beta
0.5185185185185185,0,1,beta
0.5175175175175175,1,1,beta
0.5165165165165165,0,1,beta
0.5145145145145145,0,1,beta
0.5125125125125125,0,1,beta
0.5115115115115115,1,1,beta
0.5105105105105106,0,1,beta
0.5085085085085085,0,1,beta
0.5065065065065065,0,1,beta
0.5055055055055055,1,1,beta
0.5045045045045045,0,1,beta
0.5025025025025025,0,1,beta
0.5005005005005005,0,1,beta
0.4994994994994995,1,1,beta
0.4984984984984985,0,1,beta
0.4964964964964965,0,1,beta
0.4944944944944945,0,1,beta
0.4934934934934935,1,1,beta
0.4924924924924925,0,1,beta
0.4904904904904905,0,1,beta
0.48848848848848847,0,1,beta
0.4874874874874875,1,1,beta
0.48648648648648646,0,1,beta
0.4844844844844845,0,1,beta
0.4824824824824825,0,1,beta
0.48148148148148145,1,1,beta
0.4804804804804805,0,1,beta
0.47847847847847846,0,1,beta
0.47647647647647645,0,1,beta
0.4754754754754755,1,1,beta
0.4744744744744745,0,1,beta
0.4724724724724725,0,1,beta
0.47047047047047047,0,1,beta
0.4694694694694695,1,1,beta
0.46846846846846846,0,1,beta
0.46646646646646645,0,1,beta
0.46446446446446443,0,1,beta
0.46346346346346345,1,1,beta
0.4624624624624625,0,1,beta
0.46046046046046046,0,1,beta
0.45845845845845845,0,1,beta
0.4574574574574575,1,1,beta
0.45645645645645644,0,1,beta
0.4544544544544544,0,1,beta
0.45245245245245247,0,1,beta
0.45145145145145144,1,1,beta
0.45045045045045046,0,1,beta
0.44844844844844844,0,1,beta
0.44644644644644643,0,1,beta
0.44544544544544545,1,1,beta
0.4444444444444444,0,1,beta
0.44244244244244246,0,1,beta
0.44044044044044045,0,1,beta
0.4394394394394394,1,1,beta
0.43843843843843844,0,1,beta
0.4364364364364364,0,1,beta
0.4344344344344344,0,1,beta
0.43343343343343343,1,1,beta
0.43243243243243246,0,1,beta
0.43043043043043044,0,1,beta
0.42842842842842843,0,1,beta
0.4274274274274274,1,1,beta
0.4264264264264264,0,1,beta
0.4244244244244244,0,1,beta
0.4224224224224224,0,1,beta
0.4214214214214214,1,1,beta
0.42042042042042044,0,1,beta
0.4184184184184184,0,1,beta
0.4164164164164164,0,1,beta
0.41541541541541543,1,1,beta
0.4144144144144144,0,1,beta
0.4124124124124124,0,1,beta
0.41041041041041043,0,1,beta
0.4094094094094094,1,1,beta
0.4084084084084084,0,1,beta
0.4064064064064064,0,1,beta
0.4044044044044044,0,1,beta
0.4034034034034034,1,1,beta
0.4024024024024024,0,1,beta
0.40040040040040037,0,1,beta
0.3983983983983984,0,1,beta
0.3973973973973974,1,1,beta
0.3963963963963964,0,1,beta
0.3943943943943944,0,1,beta
0.3923923923923924,0,1,beta
0.3913913913913914,1,1,beta
0.39039039039039036,0,1,beta
0.3883883883883884,0,1,beta
0.3863863863863864,0,1,beta
0.38538538538538536,1,1,beta
0.3843843843843844,0,1,beta
0.38238238238238237,0,1,beta
0.38038038038038036,0,1,beta
0.3793793793793794,1,1,beta
0.3783783783783784,0,1,beta
0.3763763763763764,0,1,beta
0.3743743743743744,0,1,beta
0.3733733733733734,1,1,beta
0.37237237237237236,0,1,beta
0.37037037037037035,0,1,beta
0.3683683683683684,0,1,beta
0.36736736736736736,1,1,beta
0.3663663663663664,0,1,beta
0.36436436436436437,0,1,beta
0.36236236236236236,0,1,beta
0.3613613613613614,1,1,beta
0.36036036036036034,0,1,beta
0.35835835835835833,0,1,beta
0.3563563563563564,0,1,beta
0.35535535535535534,1,1,beta
0.35435435435435436,0,1,beta
0.35235235235235235,0,1,beta
0.35035035035035034,0,1,beta
0.35135135135135137,1,1,beta
0.3483483483483483,0,1,beta
0.34634634634634637,0,1,beta
0.34434434434434436,0,1,beta
0.34534534534534533,1,1,beta
0.34234234234234234,0,1,beta
0.34034034034034033,0,1,beta
0.3383383383383383,0,1,beta
0.33933933933933935,1,1,beta
0.3363363363363363,0,1,beta
0.33433433433433435,0,1,beta
0.33233233233233234,0,1,beta
0.3333333333333333,1,1,beta
0.3303303303303303,0,1,beta
0.3283283283283283,0,1,beta
0.3263263263263263,0,1,beta
0.32732732732732733,1,1,beta
0.32432432432432434,0,1,beta
0.32232232232232233,0,1,beta
0.3203203203203203,0,1,beta
0.3213213213213213,1,1,beta
0.3183183183183183,0,1,beta
0.3163163163163163,0,1,beta
0.3153153153153153,1,1,beta
0.31431431431431434,0,1,beta
0.3123123123123123,0,1,beta
0.3103103103103103,0,1,beta
0.30930930930930933,1,1,beta
0.3083083083083083,0,1,beta
0.3063063063063063,0,1,beta
0.30430430430430433,0,1,beta
0.3033033033033033,1,1,beta
0.3023023023023023,0,1,beta
0.3003003003003003,0,1,beta
0.2982982982982983,0,1,beta
0.29929929929929927,1,1,beta
0.2962962962962963,0,1,beta
0.29429429429429427,0,1,beta
0.2922922922922923,0,1,beta
0.2932932932932933,1,1,beta
0.2902902902902903,0,1,beta
0.2882882882882883,0,1,beta
0.2872872872872873,1,1,beta
0.2862862862862863,0,1,beta
0.28428428428428426,0,1,beta
0.2822822822822823,0,1,beta
0.28128128128128127,1,1,beta
0.2802802802802803,0,1,beta
0.2782782782782783,0,1,beta
0.27627627627627627,0,1,beta
0.2772772772772773,1,1,beta
0.27427427427427425,0,1,beta
0.27227227227227224,0,1,beta
0.2702702702702703,0,1,beta
0.27127127127127126,1,1,beta
0.2682682682682683,0,1,beta
0.26626626626626626,0,1,beta
0.2652652652652653,1,1,beta
0.26426426426426425,0,1,beta
0.26226226226226224,0,1,beta
0.2602602602602603,0,1,beta
0.25925925925925924,1,1,beta
0.25825825825825827,0,1,beta
0.25625625625625625,0,1,beta
0.25425425425425424,0,1,beta
0.2552552552552553,1,1,beta
0.25225225225225223,0,1,beta
0.2502502502502503,0,1,beta
0.24924924924924924,1,1,beta
0.24824824824824826,0,1,beta
0.24624624624624625,0,1,beta
0.24424424424424424,0,1,beta
0.24324324324324323,1,1,beta
0.24224224224224225,0,1,beta
0.24024024024024024,0,1,beta
0.23823823823823823,0,1,beta
0.23923923923923923,1,1,beta
0.23623623623623624,0,1,beta
0.23423423423423423,0,1,beta
0.23323323323323322,1,1,beta
0.23223223223223222,0,1,beta
0.23023023023023023,0,1,beta
0.22822822822822822,0,1,beta
0.22922922922922923,1,1,beta
0.22622622622622623,0,1,beta
0.22422422422422422,0,1,beta
0.22322322322322322,1,1,beta
0.2222222222222222,0,1,beta
0.22022022022022023,0,1,beta
0.2182182182182182,0,1,beta
0.21921921921921922,1,1,beta
0.21621621621621623,0,1,beta
0.21421421421421422,0,1,beta
0.2132132132132132,1,1,beta
0.2122122122122122,0,1,beta
0.21021021021021022,0,1,beta
0.2082082082082082,0,1,beta
0.2092092092092092,1,1,beta
0.2062062062062062,0,1,beta
0.2042042042042042,0,1,beta
0.2032032032032032,1,1,beta
0.2022022022022022,0,1,beta
0.20020020020020018,0,1,beta
0.1981981981981982,0,1,beta
0.1991991991991992,1,1,beta
0.1961961961961962,0,1,beta
0.1941941941941942,0,1,beta
0.1931931931931932,1,1,beta
0.1921921921921922,0,1,beta
0.19019019019019018,0,1,beta
0.1891891891891892,1,1,beta
0.1881881881881882,0,1,beta
0.18618618618618618,0,1,beta
0.1841841841841842,0,1,beta
0.18518518518518517,1,1,beta
0.18218218218218218,0,1,beta
0.18018018018018017,0,1,beta
0.17917917917917917,1,1,beta
0.1781781781781782,0,1,beta
0.17617617617617617,0,1,beta
0.17517517517517517,1,1,beta
0.17417417417417416,0,1,beta
0.17217217217217218,0,1,beta
0.17017017017017017,0,1,beta
0.17117117117117117,1,1,beta
0.16816816816816815,0,1,beta
0.16616616616616617,0,1,beta
0.16716716716716717,1,1,beta
0.16416416416416416,0,1,beta
0.16216216216216217,0,1,beta
0.16116116116116116,1,1,beta
0.16016016016016016,0,1,beta
0.15815815815815815,0,1,beta
0.15715715715715717,1,1,beta
0.15615615615615616,0,1,beta
0.15415415415415415,0,1,beta
0.15315315315315314,1,1,beta
0.15215215215215216,0,1,beta
0.15015015015015015,0,1,beta
0.14914914914914915,1,1,beta
0.14814814814814814,0,1,beta
0.14614614614614616,0,1,beta
0.14514514514514515,1,1,beta
0.14414414414414414,0,1,beta
0.14214214214214213,0,1,beta
0.14014014014014015,0,1,beta
0.14114114114114115,1,1,beta
0.13813813813813813,0,1,beta
0.13613613613613612,0,1,beta
0.13713713713713713,1,1,beta
0.13413413413413414,0,1,beta
0.13313313313313313,1,1,beta
0.13213213213213212,0,1,beta
0.13013013013013014,0,1,beta
0.12912912912912913,1,1,beta
0.12812812812812813,0,1,beta
0.12612612612612611,0,1,beta
0.12512512512512514,1,1,beta
0.12412412412412413,0,1,beta
0.12212212212212212,0,1,beta
0.12112112112112113,1,1,beta
0.12012012012012012,0,1,beta
0.11811811811811812,0,1,beta
0.11711711711711711,1,1,beta
0.11611611611611611,0,1,beta
0.11411411411411411,0,1,beta
0.11511511511511512,1,1,beta
0.11211211211211211,0,1,beta
0.11011011011011011,0,1,beta
0.1111111111111111,1,1,beta
0.10810810810810811,0,1,beta
0.10710710710710711,1,1,beta
0.1061061061061061,0,1,beta
0.1041041041041041,0,1,beta
0.1031031031031031,1,1,beta
0.1021021021021021,0,1,beta
0.10010010010010009,0,1,beta
0.1011011011011011,1,1,beta
0.0980980980980981,0,1,beta
0.0960960960960961,0,1,beta
0.0970970970970971,1,1,beta
0.0940940940940941,0,1,beta
0.09309309309309309,1,1,beta
0.0920920920920921,0,1,beta
0.09009009009009009,0,1,beta
0.09109109109109109,1,1,beta
0.08808808808808809,0,1,beta
0.08708708708708708,1,1,beta
0.08608608608608609,0,1,beta
0.08408408408408408,0,1,beta
